klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
382322;36;2129;8246;0;0;Y;Telemarketing;variabele prijs;grijze stroom;14-2-2008;1-1-2012;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
382340;99;1033;0;1229;1039;Y;Telemarketing;vaste prijs;grijze stroom;14-2-2008;21-7-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Midden
382347;99;0;0;483;967;Y;Telemarketing;vaste prijs;grijze stroom;14-2-2008;13-4-2009;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Hoge flat;tussen modaal en 2 keer modaal;Laag
382372;12;0;0;2838;0;Y;Door 2 Door;vaste prijs;grijze stroom;14-2-2008;27-8-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Hoge flat;tussen modaal en 2 keer modaal;Hoog
382382;36;564;2575;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;14-2-2008;5-7-2010;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
382669;12;1445;0;357;314;Y;Inbound;vaste prijs;grijze stroom;20-2-2008;21-2-2009;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
382679;12;376;3061;0;0;Y;Telemarketing;variabele prijs;grijze stroom;25-2-2008;26-2-2009;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;tussen modaal en 2 keer modaal;Midden
382783;99;197;0;590;564;Y;Telemarketing;vaste prijs;grijze stroom;16-2-2008;5-8-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Hoge flat;modaal;Hoog
382800;99;4600;5335;2938;0;Y;Door 2 Door;vaste prijs;grijze stroom;16-2-2008;16-5-2016;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
382803;99;4749;17082;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-2-2008;16-2-2010;verlengd;Hoog;Paar zonder kinderen;Onbekend;Onbekend;tussen modaal en 2 keer modaal keer modaal of meer;Midden
382808;99;3139;0;51491;27237;Y;Door 2 Door;vaste prijs;grijze stroom;16-2-2008;29-7-2009;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
382819;99;902;1392;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-3-2008;27-10-2008;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
382822;12;1934;0;4431;0;Y;Inbound;vaste prijs;grijze stroom;12-2-2008;12-2-2011;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
382851;12;4012;0;6814;4799;Y;Telemarketing;vaste prijs;grijze stroom;15-2-2008;25-7-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Laag
382891;12;827;915;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;19-2-2008;1-4-2008;verlengd;Midden;Alleenstaand;na 2000;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
382894;12;272;2715;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;15-2-2008;13-5-2010;niet verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Maisonette;Onbekend;Hoog
382930;12;705;2202;0;0;N;Prijsvergelijker;vaste prijs;grijze stroom;12-2-2008;12-2-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;Onbekend;Laag
383041;36;2527;6066;0;0;Y;Telemarketing;vaste prijs;grijze stroom;17-2-2008;2-9-2009;verlengd;Hoog;Paar met kinderen;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
383071;36;1350;4481;0;0;Y;Telemarketing;variabele prijs;grijze stroom;15-2-2008;1-1-2012;verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
383123;36;2544;0;1730;2359;Y;Telemarketing;variabele prijs;grijze stroom;16-2-2008;21-7-2012;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
383149;99;1507;4137;0;0;Y;Telemarketing;variabele prijs;grijze stroom;18-2-2008;6-6-2008;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Laag
383191;12;1613;0;4917;0;Y;Telemarketing;vaste prijs;grijze stroom;15-2-2008;15-2-2011;niet verlengd;Hoog;Paar met kinderen;Onbekend;Vrijstaand;Onbekend;Hoog
383374;99;1841;0;2721;1811;Y;Telemarketing;vaste prijs;grijze stroom;24-2-2008;17-6-2009;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
383572;36;2034;6296;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;15-2-2008;7-5-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
383677;99;2961;0;8180;6453;Y;Inbound;vaste prijs;grijze stroom;19-2-2008;25-11-2009;verlengd;Laag;Alleenstaand;1900 tot 1939;Onbekend;tussen modaal en minimum;Midden
383854;36;2143;4342;0;0;Y;Telemarketing;vaste prijs;grijze stroom;22-2-2008;10-1-2009;verlengd;Midden;Paar met kinderen;Onbekend;Twee onder een kap;Onbekend;Midden
384009;99;2144;0;1686;1797;Y;Telemarketing;vaste prijs;grijze stroom;18-2-2008;30-3-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Midden
384153;12;3544;3960;0;0;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;19-1-2009;verlengd;Midden;Paar met kinderen;1970 tot 1989;Vrijstaand;modaal;Laag
384172;12;2086;0;2389;2774;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-3-2008;10-4-2009;niet verlengd;Hoog;Paar met kinderen;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Laag
384384;12;3120;0;1306;1924;Y;Telemarketing;vaste prijs;grijze stroom;18-2-2008;18-2-2010;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;modaal;Hoog
384424;36;1915;988;0;0;Y;Online;vaste prijs;grijze stroom;18-2-2008;4-3-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Laag
384430;36;4666;3484;3153;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;18-2-2008;18-2-2011;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
384451;99;1782;0;693;0;Y;Inbound;vaste prijs;grijze stroom;18-2-2008;20-8-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Lage flat;tussen modaal en minimum;Midden
384583;99;918;5448;0;0;Y;Telemarketing;vaste prijs;grijze stroom;21-2-2008;25-1-2009;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
384600;12;2103;0;3695;3524;Y;Online;vaste prijs;grijze stroom;21-2-2008;13-10-2008;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;modaal;Laag
384641;12;2721;0;2441;4493;Y;Telemarketing;vaste prijs;grijze stroom;25-2-2008;25-2-2011;niet verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
384658;36;1926;0;3523;2955;Y;Door 2 Door;variabele prijs;grijze stroom;25-2-2008;22-7-2012;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
384696;99;1424;667;0;0;Y;Telemarketing;variabele prijs;grijze stroom;25-2-2008;19-6-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;minimum;Hoog
384735;36;1624;0;477;469;Y;Online;vaste prijs;grijze stroom;1-3-2008;2-11-2008;verlengd;Laag;Alleenstaand;1970 tot 1989;Lage flat;tussen modaal en minimum;Midden
384841;99;1698;0;2422;2886;Y;Door 2 Door;vaste prijs;grijze stroom;21-2-2008;27-10-2009;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
384941;12;2828;0;2918;3905;Y;Online;variabele prijs;grijze stroom;1-3-2008;24-4-2011;niet verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
384966;12;484;0;29207;20216;N;Prijsvergelijker;vaste prijs;grijze stroom;1-4-2008;1-4-2011;niet verlengd;Laag;Paar met kinderen;Onbekend;Onbekend;tussen modaal en minimum;Midden
385379;12;1642;0;2873;1901;Y;Online;vaste prijs;grijze stroom;8-2-2008;8-2-2011;niet verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
385614;99;690;0;1367;2089;Y;Door 2 Door;vaste prijs;grijze stroom;27-2-2008;27-5-2016;verlengd;Laag;Alleenstaand;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Hoog
385622;12;43328;0;63793;63735;N;Telemarketing;vaste prijs;grijze stroom;27-2-2008;4-7-2009;niet verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Laag
385721;12;1922;0;2853;2857;Y;Telemarketing;vaste prijs;grijze stroom;23-2-2008;6-2-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Hoog
385738;99;136;404;0;0;Y;Online;vaste prijs;grijze stroom;21-2-2008;8-10-2008;verlengd;Laag;Alleenstaand;1970 tot 1989;Lage flat;minimum;Hoog
385762;36;0;0;1609;2267;Y;Telemarketing;vaste prijs;grijze stroom;25-3-2008;25-3-2011;verlengd;Laag;Alleenstaand;1970 tot 1989;Lage flat;Onbekend;Midden
385861;99;3222;4889;0;0;Y;Telemarketing;vaste prijs;grijze stroom;23-2-2008;17-11-2008;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal;Laag
385980;99;1964;0;2847;2736;Y;Online;vaste prijs;grijze stroom;19-2-2008;19-5-2016;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
386020;36;1448;5051;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;20-2-2008;20-2-2011;verlengd;Hoog;Paar zonder kinderen;Onbekend;Onbekend;Onbekend;Hoog
386117;36;1596;4279;0;0;Y;Telemarketing;vaste prijs;grijze stroom;28-2-2008;28-2-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
386245;99;1596;0;1167;1666;Y;Telemarketing;vaste prijs;grijze stroom;24-2-2008;22-7-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
386293;36;4477;0;6412;5047;Y;Online;vaste prijs;grijze stroom;24-2-2008;29-5-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
386333;99;3065;3099;0;0;Y;Telemarketing;vaste prijs;grijze stroom;28-2-2008;28-5-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal;Midden
386439;36;2223;2199;0;0;Y;Online;variabele prijs;grijze stroom;21-2-2008;10-4-2012;verlengd;Midden;Paar zonder kinderen;Onbekend;Rijtjeshuis;modaal;Laag
386452;99;523;2721;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;21-2-2008;21-5-2016;verlengd;Hoog;Alleenstaand;1970 tot 1989;Maisonette;Onbekend;Midden
386495;36;1235;0;1594;2295;Y;Prijsvergelijker;variabele prijs;grijze stroom;22-2-2008;1-1-2012;verlengd;Midden;Paar met kinderen;1940 tot 1969;Onbekend;tussen modaal en 2 keer modaal;Laag
386517;12;1129;4393;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;22-2-2008;22-2-2011;niet verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
386713;99;1091;2547;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;25-2-2008;11-11-2008;verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;modaal;Midden
386719;99;2;2607;0;0;Y;Online;variabele prijs;grijze stroom;25-2-2008;7-7-2008;verlengd;Hoog;Alleenstaand;na 2000;Maisonette;Onbekend;Midden
386985;99;2976;0;5530;4418;Y;Telemarketing;vaste prijs;grijze stroom;25-2-2008;4-11-2009;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
387011;99;2306;0;2200;4590;Y;Telemarketing;vaste prijs;grijze stroom;25-2-2008;25-5-2016;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
387022;12;2103;0;3461;2344;Y;Telemarketing;vaste prijs;grijze stroom;26-2-2008;26-2-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
387060;12;1660;0;3574;3670;Y;Telemarketing;vaste prijs;grijze stroom;27-3-2008;2-6-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
387063;36;1643;4895;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;28-3-2008;28-3-2011;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Hoog
387118;99;1854;1800;2500;0;Y;Online;vaste prijs;grijze stroom;25-2-2008;5-4-2010;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Maisonette;Onbekend;Hoog
387143;99;1580;3388;0;0;Y;Telemarketing;vaste prijs;grijze stroom;26-2-2008;2-3-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
387153;36;1028;3158;0;0;Y;Inbound;variabele prijs;grijze stroom;26-2-2008;9-7-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Laag
387167;99;2291;0;0;0;Y;Telemarketing;variabele prijs;grijze stroom;25-2-2008;20-5-2008;verlengd;Hoog;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Midden
387248;99;0;8537;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;25-2-2008;4-8-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;modaal;Midden
387275;12;1404;5289;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-3-2008;1-3-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
387351;12;2122;0;3459;3398;Y;Speciale sales acties;vaste prijs;grijze stroom;28-2-2008;28-2-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
387445;99;2840;0;1463;1307;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;27-5-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;modaal;Hoog
387463;99;1818;0;2424;1866;Y;Online;vaste prijs;grijze stroom;25-2-2008;25-12-2009;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Laag
387511;12;1387;3994;0;0;Y;Telemarketing;vaste prijs;grijze stroom;25-2-2008;27-3-2008;verlengd;Midden;Alleenstaand;na 2000;Lage flat;modaal;Midden
387548;12;1988;0;2879;2733;Y;Inbound;vaste prijs;grijze stroom;28-2-2008;3-1-2010;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
387612;99;1500;1501;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;2-5-2008;2-5-2009;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
387624;36;1456;4260;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;3-3-2008;5-4-2009;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Laag
387646;99;2952;9342;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;3-6-2016;verlengd;Hoog;Paar met kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
387652;99;1399;8143;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;3-6-2016;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Twee onder een kap;Onbekend;Laag
387660;12;500;0;1581;1579;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;3-3-2011;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Maisonette;Onbekend;Midden
387664;36;1106;1603;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;24-9-2008;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Hoog
387714;99;2781;0;6217;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;3-6-2016;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
387794;99;1213;4985;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;28-2-2008;26-8-2009;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
387807;99;38;0;652;1769;Y;Inbound;vaste prijs;grijze stroom;28-2-2008;28-5-2016;verlengd;Midden;Alleenstaand;1940 tot 1969;Hoge flat;modaal;Laag
387810;99;1940;0;1914;1234;Y;Telemarketing;variabele prijs;grijze stroom;28-2-2008;3-6-2009;verlengd;Midden;Alleenstaand;Voor 1899;Grachtenpand;tussen modaal en 2 keer modaal;Midden
388042;36;7148;12168;0;4977;Y;Telemarketing;vaste prijs;grijze stroom;8-2-2008;30-4-2012;verlengd;Hoog;Alleenstaand;Onbekend;Studenten en flats;Onbekend;Laag
388236;36;2742;0;3628;3557;Y;Telemarketing;variabele prijs;grijze stroom;1-3-2008;24-7-2013;verlengd;Midden;Paar met kinderen;1940 tot 1969;Twee onder een kap;modaal;Laag
388249;99;956;0;1590;1479;Y;Inbound;vaste prijs;grijze stroom;4-3-2008;21-12-2009;verlengd;Midden;Paar met kinderen;1990 tot 1999;Onbekend;tussen modaal en 2 keer modaal;Laag
388317;12;1944;0;1667;1939;Y;Telemarketing;vaste prijs;grijze stroom;4-3-2008;8-4-2010;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
388372;12;1167;0;2802;0;Y;Telemarketing;vaste prijs;grijze stroom;10-5-2008;10-5-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Onbekend;Onbekend;Laag
388417;99;17;0;86;1226;Y;Online;vaste prijs;grijze stroom;1-10-2008;20-3-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Hoge flat;tussen modaal en minimum;Hoog
388422;99;459;642;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;1-10-2008;19-8-2009;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Maisonette;tussen modaal en 2 keer modaal;Hoog
388436;99;2585;3418;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;29-2-2008;25-5-2016;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Lage flat;Onbekend;Hoog
388559;99;4483;0;3556;5229;Y;Telemarketing;vaste prijs;grijze stroom;29-2-2008;29-5-2016;verlengd;Hoog;Alleenstaand;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Laag
388567;99;1237;0;2245;0;Y;Telemarketing;variabele prijs;grijze stroom;29-2-2008;23-5-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Maisonette;tussen modaal en 2 keer modaal;Midden
388682;36;2621;0;2223;3383;Y;Telemarketing;vaste prijs;grijze stroom;29-2-2008;28-2-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal;Laag
388737;12;830;0;989;1282;Y;Speciale sales acties;vaste prijs;grijze stroom;10-3-2008;10-3-2011;niet verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Laag
388763;12;1382;1755;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;26-2-2008;9-4-2010;niet verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;minimum;Midden
388945;36;1022;0;2654;2272;Y;Telemarketing;vaste prijs;grijze stroom;29-2-2008;28-2-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;Onbekend;Midden
388955;36;779;0;4302;3360;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;1-3-2011;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Hoge flat;tussen modaal en 2 keer modaal;Midden
388973;99;2005;0;1584;2126;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;2-2-2009;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
388996;99;1238;3419;0;0;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;1-6-2016;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Laag
389032;99;2473;0;2944;2194;Y;Telemarketing;vaste prijs;grijze stroom;10-3-2008;10-6-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
389036;99;1435;0;2578;2491;Y;Telemarketing;vaste prijs;grijze stroom;1-2-2009;7-4-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
389102;36;1655;0;6159;0;Y;Telemarketing;variabele prijs;grijze stroom;1-3-2008;19-6-2010;verlengd;Hoog;Paar zonder kinderen;Onbekend;Twee onder een kap;Onbekend;Hoog
389241;36;4753;0;6986;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;27-2-2008;8-7-2009;verlengd;Laag;Alleenstaand;Voor 1899;Zelfstandige bejaarde;Onbekend;Laag
389258;12;1549;0;2287;1826;Y;Speciale sales acties;vaste prijs;grijze stroom;13-2-2008;13-2-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
389272;12;2635;0;1858;2996;Y;Speciale sales acties;vaste prijs;grijze stroom;1-3-2008;12-2-2009;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
389306;12;2059;3174;2727;0;Y;Telemarketing;vaste prijs;grijze stroom;27-2-2008;22-10-2010;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Maisonette;modaal;Laag
389563;99;2489;0;3325;3302;Y;Online;vaste prijs;grijze stroom;29-2-2008;26-8-2016;verlengd;Midden;Paar met kinderen;1970 tot 1989;Onbekend;Onbekend;Hoog
389646;36;5840;2913;2500;0;Y;Door 2 Door;variabele prijs;grijze stroom;29-2-2008;1-6-2009;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
390013;12;4524;0;3260;4392;Y;Prijsvergelijker;vaste prijs;grijze stroom;3-3-2008;21-1-2009;verlengd;Hoog;Paar met kinderen;1990 tot 1999;Onbekend;Onbekend;Midden
390087;12;2215;0;1677;1633;Y;Inbound;vaste prijs;grijze stroom;7-3-2008;7-3-2011;niet verlengd;Hoog;Paar zonder kinderen;Onbekend;Twee onder een kap;Onbekend;Laag
390197;36;1983;0;1823;1504;Y;Telemarketing;variabele prijs;grijze stroom;3-3-2008;1-1-2012;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
390214;99;1725;0;2095;2007;Y;Door 2 Door;vaste prijs;grijze stroom;3-3-2008;3-6-2016;verlengd;Midden;Paar met kinderen;1970 tot 1989;Zelfstandige bejaarde;tussen modaal en 2 keer modaal;Laag
390227;99;1113;2992;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;2-9-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
390230;99;4826;3983;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2008;5-8-2008;verlengd;Hoog;Alleenstaand;1990 tot 1999;Vrijstaand;Onbekend;Hoog
390285;99;3801;3000;4782;3540;Y;Prijsvergelijker;vaste prijs;grijze stroom;3-3-2008;3-6-2016;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
390467;12;1385;0;2136;1093;N;Inbound;vaste prijs;grijze stroom;4-3-2008;5-3-2009;niet verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
390475;12;2017;0;2405;2630;Y;Speciale sales acties;vaste prijs;grijze stroom;4-3-2008;4-3-2011;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
390476;12;2087;0;2047;1744;Y;Speciale sales acties;vaste prijs;grijze stroom;4-3-2008;4-3-2011;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Vrijstaand;Onbekend;Laag
390542;99;1134;0;4272;0;Y;Telemarketing;vaste prijs;grijze stroom;4-3-2008;4-6-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;Onbekend;Midden
390545;12;3200;0;2704;2733;N;Telemarketing;vaste prijs;grijze stroom;4-3-2008;4-3-2011;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Twee onder een kap;Onbekend;Hoog
390593;99;1132;1088;0;0;Y;Online;vaste prijs;grijze stroom;4-3-2008;4-6-2016;verlengd;Laag;Alleenstaand;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Laag
390735;99;876;0;1255;979;Y;Telemarketing;variabele prijs;grijze stroom;4-3-2008;3-5-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
390786;36;1880;3503;0;0;Y;Telemarketing;variabele prijs;grijze stroom;4-3-2008;6-5-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
390806;99;2717;0;4138;546;Y;Telemarketing;vaste prijs;grijze stroom;4-3-2008;29-1-2009;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
391005;12;2943;0;0;9020;Y;Telemarketing;vaste prijs;grijze stroom;7-3-2008;7-3-2011;niet verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Midden
391274;99;1699;3165;0;0;Y;Telemarketing;vaste prijs;grijze stroom;5-3-2008;22-6-2009;verlengd;Midden;Alleenstaand;Onbekend;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
391326;99;2210;2353;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;5-3-2008;18-8-2009;verlengd;Laag;Alleenstaand;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Midden
391509;12;2165;0;1394;682;Y;Speciale sales acties;vaste prijs;grijze stroom;19-2-2008;1-6-2009;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
